NAMEID,Birth,Variable,COU,Country,Year,Value
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,HUN,Hungary,2012,1
YUCS,Former Yugoslavia,Outflows of foreign population by nationality,FIN,Finland,2012,0
FRA,France,Outflows of foreign population by nationality,AUS,Australia,2012,262
FRA,France,Outflows of foreign population by nationality,AUT,Austria,2012,832
FRA,France,Outflows of foreign population by nationality,BEL,Belgium,2012,9266
FRA,France,Outflows of foreign population by nationality,CZE,Czech Republic,2012,30
FRA,France,Outflows of foreign population by nationality,DNK,Denmark,2012,957
FRA,France,Outflows of foreign population by nationality,FIN,Finland,2012,110
FRA,France,Outflows of foreign population by nationality,DEU,Germany,2012,9789
FRA,France,Outflows of foreign population by nationality,HUN,Hungary,2012,206
FRA,France,Outflows of foreign population by nationality,ISL,Iceland,2012,61
FRA,France,Outflows of foreign population by nationality,ITA,Italy,2012,798
FRA,France,Outflows of foreign population by nationality,JPN,Japan,2012,3213
FRA,France,Outflows of foreign population by nationality,KOR,Korea,2012,1288
FRA,France,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1472
FRA,France,Outflows of foreign population by nationality,NLD,Netherlands,2012,2902
FRA,France,Outflows of foreign population by nationality,NZL,New Zealand,2012,479
FRA,France,Outflows of foreign population by nationality,NOR,Norway,2012,413
FRA,France,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
FRA,France,Outflows of foreign population by nationality,ESP,Spain,2012,5566
FRA,France,Outflows of foreign population by nationality,SWE,Sweden,2012,651
FRA,France,Outflows of foreign population by nationality,CHE,Switzerland,2012,6338
FRA,France,Outflows of foreign population by nationality,GBR,United Kingdom,2012,7000
FRA,France,Outflows of foreign population by nationality,SVN,Slovenia,2012,9
GAB,Gabon,Outflows of foreign population by nationality,AUT,Austria,2012,3
GAB,Gabon,Outflows of foreign population by nationality,DNK,Denmark,2012,1
GAB,Gabon,Outflows of foreign population by nationality,FIN,Finland,2012,0
GAB,Gabon,Outflows of foreign population by nationality,DEU,Germany,2012,42
GAB,Gabon,Outflows of foreign population by nationality,HUN,Hungary,2012,1
GAB,Gabon,Outflows of foreign population by nationality,ISL,Iceland,2012,0
GAB,Gabon,Outflows of foreign population by nationality,ITA,Italy,2012,0
GAB,Gabon,Outflows of foreign population by nationality,JPN,Japan,2012,64
GAB,Gabon,Outflows of foreign population by nationality,KOR,Korea,2012,17
GAB,Gabon,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
GAB,Gabon,Outflows of foreign population by nationality,NLD,Netherlands,2012,2
GAB,Gabon,Outflows of foreign population by nationality,NOR,Norway,2012,1
GAB,Gabon,Outflows of foreign population by nationality,ESP,Spain,2012,21
GAB,Gabon,Outflows of foreign population by nationality,SWE,Sweden,2012,1
GAB,Gabon,Outflows of foreign population by nationality,CHE,Switzerland,2012,6
GMB,Gambia,Outflows of foreign population by nationality,AUS,Australia,2012,0
GMB,Gambia,Outflows of foreign population by nationality,AUT,Austria,2012,96
GMB,Gambia,Outflows of foreign population by nationality,DNK,Denmark,2012,9
GMB,Gambia,Outflows of foreign population by nationality,FIN,Finland,2012,4
GMB,Gambia,Outflows of foreign population by nationality,DEU,Germany,2012,271
GMB,Gambia,Outflows of foreign population by nationality,HUN,Hungary,2012,0
GMB,Gambia,Outflows of foreign population by nationality,ISL,Iceland,2012,0
GMB,Gambia,Outflows of foreign population by nationality,ITA,Italy,2012,3
GMB,Gambia,Outflows of foreign population by nationality,JPN,Japan,2012,20
GMB,Gambia,Outflows of foreign population by nationality,KOR,Korea,2012,4
GMB,Gambia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,2
GMB,Gambia,Outflows of foreign population by nationality,NLD,Netherlands,2012,17
GMB,Gambia,Outflows of foreign population by nationality,NOR,Norway,2012,14
GMB,Gambia,Outflows of foreign population by nationality,ESP,Spain,2012,1359
GMB,Gambia,Outflows of foreign population by nationality,SWE,Sweden,2012,26
GMB,Gambia,Outflows of foreign population by nationality,CHE,Switzerland,2012,12
GEO,Georgia,Outflows of foreign population by nationality,AUT,Austria,2012,346
GEO,Georgia,Outflows of foreign population by nationality,DNK,Denmark,2012,7
GEO,Georgia,Outflows of foreign population by nationality,FIN,Finland,2012,0
GEO,Georgia,Outflows of foreign population by nationality,DEU,Germany,2012,1960
GEO,Georgia,Outflows of foreign population by nationality,HUN,Hungary,2012,2
GEO,Georgia,Outflows of foreign population by nationality,ISL,Iceland,2012,0
GEO,Georgia,Outflows of foreign population by nationality,ITA,Italy,2012,68
GEO,Georgia,Outflows of foreign population by nationality,JPN,Japan,2012,128
GEO,Georgia,Outflows of foreign population by nationality,KOR,Korea,2012,6
GEO,Georgia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
GEO,Georgia,Outflows of foreign population by nationality,NLD,Netherlands,2012,42
GEO,Georgia,Outflows of foreign population by nationality,NOR,Norway,2012,13
GEO,Georgia,Outflows of foreign population by nationality,ESP,Spain,2012,977
GEO,Georgia,Outflows of foreign population by nationality,SWE,Sweden,2012,17
GEO,Georgia,Outflows of foreign population by nationality,CHE,Switzerland,2012,27
DEU,Germany,Outflows of foreign population by nationality,AUS,Australia,2012,420
DEU,Germany,Outflows of foreign population by nationality,AUT,Austria,2012,11545
DEU,Germany,Outflows of foreign population by nationality,BEL,Belgium,2012,2853
DEU,Germany,Outflows of foreign population by nationality,CZE,Czech Republic,2012,269
DEU,Germany,Outflows of foreign population by nationality,DNK,Denmark,2012,2306
DEU,Germany,Outflows of foreign population by nationality,FIN,Finland,2012,160
DEU,Germany,Outflows of foreign population by nationality,HUN,Hungary,2012,1268
DEU,Germany,Outflows of foreign population by nationality,JPN,Japan,2012,3682
DEU,Germany,Outflows of foreign population by nationality,NLD,Netherlands,2012,8623
DEU,Germany,Outflows of foreign population by nationality,NZL,New Zealand,2012,755
DEU,Germany,Outflows of foreign population by nationality,NOR,Norway,2012,1163
DEU,Germany,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,10
DEU,Germany,Outflows of foreign population by nationality,ESP,Spain,2012,6404
DEU,Germany,Outflows of foreign population by nationality,SWE,Sweden,2012,1303
DEU,Germany,Outflows of foreign population by nationality,CHE,Switzerland,2012,16479
DEU,Germany,Outflows of foreign population by nationality,GBR,United Kingdom,2012,8000
DEU,Germany,Outflows of foreign population by nationality,SVN,Slovenia,2012,44
DEU,Germany,Outflows of foreign population by nationality,LUX,Luxembourg,2012,656
DEU,Germany,Outflows of foreign population by nationality,ISL,Iceland,2012,194
DEU,Germany,Outflows of foreign population by nationality,KOR,Korea,2012,1270
DEU,Germany,Outflows of foreign population by nationality,ITA,Italy,2012,1330
GHA,Ghana,Outflows of foreign population by nationality,AUS,Australia,2012,35
GHA,Ghana,Outflows of foreign population by nationality,AUT,Austria,2012,60
GHA,Ghana,Outflows of foreign population by nationality,DNK,Denmark,2012,77
GHA,Ghana,Outflows of foreign population by nationality,FIN,Finland,2012,20
GHA,Ghana,Outflows of foreign population by nationality,DEU,Germany,2012,1218
GHA,Ghana,Outflows of foreign population by nationality,HUN,Hungary,2012,3
GHA,Ghana,Outflows of foreign population by nationality,ISL,Iceland,2012,1
GHA,Ghana,Outflows of foreign population by nationality,ITA,Italy,2012,210
GHA,Ghana,Outflows of foreign population by nationality,JPN,Japan,2012,306
GHA,Ghana,Outflows of foreign population by nationality,KOR,Korea,2012,146
GHA,Ghana,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
GHA,Ghana,Outflows of foreign population by nationality,NLD,Netherlands,2012,209
GHA,Ghana,Outflows of foreign population by nationality,NZL,New Zealand,2012,11
GHA,Ghana,Outflows of foreign population by nationality,NOR,Norway,2012,66
GHA,Ghana,Outflows of foreign population by nationality,ESP,Spain,2012,1697
GHA,Ghana,Outflows of foreign population by nationality,SWE,Sweden,2012,53
GHA,Ghana,Outflows of foreign population by nationality,CHE,Switzerland,2012,31
GRC,Greece,Outflows of foreign population by nationality,AUS,Australia,2012,322
GRC,Greece,Outflows of foreign population by nationality,AUT,Austria,2012,565
GRC,Greece,Outflows of foreign population by nationality,BEL,Belgium,2012,621
GRC,Greece,Outflows of foreign population by nationality,DNK,Denmark,2012,125
GRC,Greece,Outflows of foreign population by nationality,FIN,Finland,2012,20
GRC,Greece,Outflows of foreign population by nationality,DEU,Germany,2012,12165
GRC,Greece,Outflows of foreign population by nationality,HUN,Hungary,2012,32
GRC,Greece,Outflows of foreign population by nationality,ISL,Iceland,2012,4
GRC,Greece,Outflows of foreign population by nationality,ITA,Italy,2012,86
GRC,Greece,Outflows of foreign population by nationality,JPN,Japan,2012,63
GRC,Greece,Outflows of foreign population by nationality,KOR,Korea,2012,146
GRC,Greece,Outflows of foreign population by nationality,LUX,Luxembourg,2012,54
GRC,Greece,Outflows of foreign population by nationality,NLD,Netherlands,2012,1629
GRC,Greece,Outflows of foreign population by nationality,NZL,New Zealand,2012,7
GRC,Greece,Outflows of foreign population by nationality,NOR,Norway,2012,39
GRC,Greece,Outflows of foreign population by nationality,ESP,Spain,2012,249
GRC,Greece,Outflows of foreign population by nationality,SWE,Sweden,2012,256
GRC,Greece,Outflows of foreign population by nationality,CHE,Switzerland,2012,313
GRC,Greece,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
GRC,Greece,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
GRD,Grenada,Outflows of foreign population by nationality,AUT,Austria,2012,0
GRD,Grenada,Outflows of foreign population by nationality,DNK,Denmark,2012,0
GRD,Grenada,Outflows of foreign population by nationality,FIN,Finland,2012,0
GRD,Grenada,Outflows of foreign population by nationality,DEU,Germany,2012,9
GRD,Grenada,Outflows of foreign population by nationality,HUN,Hungary,2012,0
GRD,Grenada,Outflows of foreign population by nationality,ITA,Italy,2012,0
GRD,Grenada,Outflows of foreign population by nationality,JPN,Japan,2012,5
GRD,Grenada,Outflows of foreign population by nationality,KOR,Korea,2012,2
GRD,Grenada,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
GRD,Grenada,Outflows of foreign population by nationality,NOR,Norway,2012,1
GRD,Grenada,Outflows of foreign population by nationality,ESP,Spain,2012,1
GRD,Grenada,Outflows of foreign population by nationality,SWE,Sweden,2012,0
GRD,Grenada,Outflows of foreign population by nationality,CHE,Switzerland,2012,2
GUM,Guam,Outflows of foreign population by nationality,FIN,Finland,2012,0
GUM,Guam,Outflows of foreign population by nationality,HUN,Hungary,2012,0
GUM,Guam,Outflows of foreign population by nationality,JPN,Japan,2012,0
GUM,Guam,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
GUM,Guam,Outflows of foreign population by nationality,NZL,New Zealand,2012,0.003
GUM,Guam,Outflows of foreign population by nationality,NOR,Norway,2012,0
GUM,Guam,Outflows of foreign population by nationality,ESP,Spain,2012,0
GUM,Guam,Outflows of foreign population by nationality,SWE,Sweden,2012,0
GTM,Guatemala,Outflows of foreign population by nationality,AUS,Australia,2012,0
GTM,Guatemala,Outflows of foreign population by nationality,AUT,Austria,2012,11
GTM,Guatemala,Outflows of foreign population by nationality,DNK,Denmark,2012,5
GTM,Guatemala,Outflows of foreign population by nationality,FIN,Finland,2012,0
GTM,Guatemala,Outflows of foreign population by nationality,DEU,Germany,2012,71
GTM,Guatemala,Outflows of foreign population by nationality,HUN,Hungary,2012,0
GTM,Guatemala,Outflows of foreign population by nationality,ISL,Iceland,2012,0
GTM,Guatemala,Outflows of foreign population by nationality,ITA,Italy,2012,4
GTM,Guatemala,Outflows of foreign population by nationality,JPN,Japan,2012,89
GTM,Guatemala,Outflows of foreign population by nationality,KOR,Korea,2012,20
GTM,Guatemala,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
GTM,Guatemala,Outflows of foreign population by nationality,NLD,Netherlands,2012,10
GTM,Guatemala,Outflows of foreign population by nationality,NZL,New Zealand,2012,2
GTM,Guatemala,Outflows of foreign population by nationality,NOR,Norway,2012,6
GTM,Guatemala,Outflows of foreign population by nationality,ESP,Spain,2012,457
GTM,Guatemala,Outflows of foreign population by nationality,SWE,Sweden,2012,3
GTM,Guatemala,Outflows of foreign population by nationality,CHE,Switzerland,2012,17
GIN,Guinea,Outflows of foreign population by nationality,AUT,Austria,2012,54
GIN,Guinea,Outflows of foreign population by nationality,DNK,Denmark,2012,0
GIN,Guinea,Outflows of foreign population by nationality,FIN,Finland,2012,0
GIN,Guinea,Outflows of foreign population by nationality,DEU,Germany,2012,316
GIN,Guinea,Outflows of foreign population by nationality,HUN,Hungary,2012,0
GIN,Guinea,Outflows of foreign population by nationality,ISL,Iceland,2012,0
GIN,Guinea,Outflows of foreign population by nationality,ITA,Italy,2012,21
GIN,Guinea,Outflows of foreign population by nationality,KOR,Korea,2012,14
GIN,Guinea,Outflows of foreign population by nationality,NLD,Netherlands,2012,11
GIN,Guinea,Outflows of foreign population by nationality,NOR,Norway,2012,1
GIN,Guinea,Outflows of foreign population by nationality,ESP,Spain,2012,1166
GIN,Guinea,Outflows of foreign population by nationality,SWE,Sweden,2012,3
GIN,Guinea,Outflows of foreign population by nationality,CHE,Switzerland,2012,16
GIN,Guinea,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
GIN,Guinea,Outflows of foreign population by nationality,JPN,Japan,2012,31
GNB,Guinea-Bissau,Outflows of foreign population by nationality,AUS,Australia,2012,0
GNB,Guinea-Bissau,Outflows of foreign population by nationality,AUT,Austria,2012,30
GNB,Guinea-Bissau,Outflows of foreign population by nationality,DNK,Denmark,2012,0
GNB,Guinea-Bissau,Outflows of foreign population by nationality,FIN,Finland,2012,1
GNB,Guinea-Bissau,Outflows of foreign population by nationality,DEU,Germany,2012,50
GNB,Guinea-Bissau,Outflows of foreign population by nationality,HUN,Hungary,2012,0
GNB,Guinea-Bissau,Outflows of foreign population by nationality,ITA,Italy,2012,5
GNB,Guinea-Bissau,Outflows of foreign population by nationality,JPN,Japan,2012,4
GNB,Guinea-Bissau,Outflows of foreign population by nationality,KOR,Korea,2012,2
GNB,Guinea-Bissau,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
GNB,Guinea-Bissau,Outflows of foreign population by nationality,NLD,Netherlands,2012,1
GNB,Guinea-Bissau,Outflows of foreign population by nationality,NOR,Norway,2012,0
GNB,Guinea-Bissau,Outflows of foreign population by nationality,ESP,Spain,2012,455
